name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Boston,2025-02-01T00:00:00,33.2,28.8,33.1,99.64,0.02,100,"rain,snow",0,0,13.4,4.7,21,1004.5,100,3.1,515,1.9,0,,"Snow, Rain, Overcast",rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T01:00:00,33.2,26.4,33.1,99.55,0.012,100,"rain,snow",0,0,13,8,20,1003.6,100,8.1,524,1.9,0,,"Snow, Rain, Overcast",rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T02:00:00,33.2,27.1,33.1,99.55,0.011,100,"rain,snow",0,0,13,6.9,351,1003.7,100,2.5,585,2.1,0,,"Snow, Rain, Overcast",rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T03:00:00,34.1,26.7,34,99.63,0,0,,0,0,15.4,9.1,340,1004,100,1.9,636,2.3,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T04:00:00,33.2,24.6,33.1,99.64,0.011,100,"rain,snow",0,0,19.2,11.2,340,1004.5,100,2.5,807,2.9,0,,"Snow, Rain, Overcast",rain,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T05:00:00,32,22.5,30.8,95.27,0,0,"rain,snow",0.08,0,17.2,12.6,360,1005.1,100,1.9,499,1.8,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T06:00:00,32,22,29.9,91.91,0,0,,0,0,20.8,13.7,350,1007.1,100,3.2,568,2,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T07:00:00,30.9,21.6,29,92.71,0,0,"rain,snow",0.04,0,18.3,11.4,341,1008.7,100,2.1,782,2.8,8,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T08:00:00,30.9,20.2,28.1,89.4,0,0,"rain,snow",0.08,0,29.3,14.9,360,1009.3,100,3.8,558,2,6,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T09:00:00,30,19.1,28.1,92.61,0,0,"rain,snow",0.04,0,21.9,14.8,351,1011.3,100,3.1,882,3.2,9,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T10:00:00,29.9,20.5,26.9,88.35,0,0,"rain,snow",0.04,0,24.2,11.4,359,1013.4,100,2.5,784,2.8,8,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T11:00:00,27,15.3,21.8,80.5,0.011,100,snow,0.04,0,27,14.9,340,1015.6,100,2.5,59,0.2,1,,"Snow, Overcast",snow,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
Boston,2025-02-01T12:00:00,26.1,12.5,20,77.29,0,0,snow,0.04,0,26.4,19.4,330,1016.9,100,3.3,641,2.3,6,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T13:00:00,26.2,14.1,19.1,74.3,0,0,snow,0.04,0,23,14.9,321,1018.3,99.8,6.9,617,2.2,6,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T14:00:00,27.1,16.2,17.9,68.12,0,0,,0,0,23.1,12.8,310,1019.6,99.6,9.9,531,1.9,5,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T15:00:00,28.1,16.2,12.9,52.32,0,0,,0,0,27.6,16,321,1021,50.2,9.9,678,2.4,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T16:00:00,27,14.7,12.8,54.58,0,0,,0,0,30.7,16.1,320,1022.8,26,9.9,540,1.9,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T17:00:00,24.2,10.8,10,54.21,0,0,,0,0,23.2,17,311,1025,25.6,9.9,499,1.8,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T18:00:00,23,9.6,8,52.2,0,0,,0,0,23,15.9,320,1027.1,25.6,9.9,654,2.4,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T19:00:00,20.9,7.5,3.8,46.92,0,0,,0,0,25.1,14.8,320,1028.7,0,9.9,642,2.3,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T20:00:00,20,4.1,3.7,48.58,0,0,,0,0,27.6,20.5,311,1030.1,0,9.9,0,0,0,,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-01T21:00:00,18,3.2,0.9,46.5,0,0,,0,0,27,16,311,1031,0,9.9,652,2.3,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-01T22:00:00,16.1,1.3,-4,40.13,0,0,,0,0,31,14.8,321,1031.5,0,9.9,0,0,0,,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-01T23:00:00,14,-0.8,-2.9,46.28,0,0,,0,0,25.2,13.7,321,1032.3,0,9.9,534,1.9,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T00:00:00,12.9,-0.1,-2.9,48.59,0,0,,0,0,23.9,10.2,321,1033.2,25.6,9.9,534,1.9,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T01:00:00,11.9,-3.4,-2.9,50.61,0,0,,0,0,20.1,13.6,321,1033.7,25.6,9.9,524,1.9,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T02:00:00,11.9,-1.3,-2.9,50.73,0,0,,0,0,18.3,10.1,310,1034.8,48.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T03:00:00,11,0.4,-2.9,52.85,0,0,,0,0,16.1,6.8,330,1035.3,0,9.9,0,0,0,,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T04:00:00,10.1,-0.7,-2.9,55.01,0,0,,0,0,15,6.8,330,1035.3,48.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T05:00:00,10,-4.2,-2.8,55.28,0,0,,0,0,13,11.1,329,1036.4,25.6,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T06:00:00,8.9,-5.7,-2.8,58.1,0,0,,0,0,11.2,11.1,300,1037.5,25.6,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T07:00:00,10,-0.7,-2.8,55.42,0,0,,0,0,9.6,6.7,321,1037.4,25.6,9.9,8,0,0,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T08:00:00,11,-0.6,-1.9,55.37,0,0,,0,0,9.2,7.9,321,1037.5,25.6,9.9,840,3,8,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T09:00:00,15.1,4.3,1,52.83,0,0,,0,0,8.7,7.9,331,1037.9,48.3,9.9,733,2.6,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T10:00:00,18,9.8,4.9,56.05,0,0,,0,0,8.1,5.7,347,1037.6,85.5,9.9,414,1.5,4,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T11:00:00,20.1,15.2,8.9,61.54,0,0,,0,0,7.4,3.4,41,1036.9,85.5,9.9,536,1.9,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T12:00:00,21,14.5,11.9,67.46,0,0,,0,0,9.4,4.7,41,1035.9,86.3,9.9,552,2,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T13:00:00,23,23,17,77.29,0,0,,0,0,11.6,0.2,7,1035.2,75.9,9.9,218,0.8,2,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T14:00:00,23.1,18.5,17,77.16,0,0,,0,0,13.6,3.5,150,1033.8,84.4,9.9,585,2.1,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T15:00:00,24.3,19.8,16,70.37,0,0,,0,0,15.7,3.5,131,1033,96,9.9,633,2.3,6,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T16:00:00,25.1,17.3,17,70.84,0,0,,0,0,16.6,6.9,82,1032,96.7,9.9,36,0.1,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T17:00:00,26.1,19.4,17,68.04,0,0,,0,0,16.1,5.8,81,1031.7,100,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-02T18:00:00,27,17.4,17.9,68.34,0,0,,0,0,13,10.1,119,1030.8,100,9.9,791,2.8,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T19:00:00,27,16.9,19.1,71.73,0,0,,0,0,15,11.2,129,1029.2,100,9.9,600,2.2,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T20:00:00,28.1,17.2,19.1,68.53,0,0,,0,0,16.6,13.6,140,1028,100,9.9,529,1.9,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T21:00:00,29,19.6,20,68.64,0,0,,0,0,17.2,10.9,150,1027.5,100,9.9,592,2.1,0,,Overcast,cloudy,"KOWD,72509854704,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T22:00:00,29,19.4,21.8,74.16,0,0,,0,0,17.2,11.2,140,1026.1,100,3.2,667,2.4,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-02T23:00:00,28.1,23,24.2,84.94,0.033,100,snow,0,0,15.9,4.5,138,1025.6,100,0.6,738,2.7,0,,"Snow, Overcast",snow,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T00:00:00,29,23.6,26.1,88.63,0.018,100,"rain,snow",0,0,14.3,4.9,126,1025.1,100,1.1,608,2.2,0,,"Snow, Rain, Overcast",snow,"KOWD,72509854704,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T01:00:00,29,23,26.9,91.93,0.031,100,"rain,snow",0,0,16.1,5.6,128,1023.7,100,1.2,673,2.4,0,,"Snow, Rain, Overcast",snow,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T02:00:00,29.9,25,28,92.75,0.019,100,"rain,snow",0.04,0,15.2,4.6,159,1022.8,100,6.9,587,2.1,0,,"Snow, Rain, Overcast",snow,"KOWD,72509854704,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T03:00:00,29.9,25,28,92.75,0,0,"rain,snow",0.12,0,13.6,4.5,203,1022.1,100,3.7,580,2.1,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T04:00:00,29.8,24,28,92.81,0,0,"rain,snow",0.24,0,13,5.6,203,1021,100,8.7,503,1.8,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T05:00:00,29.8,24.9,28.9,96.09,0,0,,0,0,12.8,4.6,165,1020.3,100,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T06:00:00,29.9,22.3,28,92.67,0,0,,0,0,11.9,7.8,223,1020.6,100,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T07:00:00,30.7,25,28,89.39,0,0,,0,0,11.4,5.7,315,1021,100,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T08:00:00,29,22.1,26.9,91.79,0,0,,0,0,11,6.7,213,1019.8,48.3,9.9,21,0.1,0,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T09:00:00,31.9,26.5,28,85.36,0,0,,0,0,10.7,5.6,213,1020.2,48.3,9.9,664,2.4,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T10:00:00,35.1,30.9,29,78.26,0,0,,0,0,12.3,4.7,279,1020.2,48.3,9.9,501,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T11:00:00,37.1,32.5,29,72.22,0,0,,0,0,12.8,5.8,246,1019.8,85.5,9.9,552,2,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T12:00:00,36.1,31.3,29.9,77.95,0,0,,0,0,13.2,5.8,152,1017.9,85.5,9.9,512,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T13:00:00,38.2,33.7,30,72.03,0,0,,0,0,16.6,5.9,132,1016.4,85.5,9.9,639,2.3,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T14:00:00,39.1,33.5,30.9,72.05,0,0,,0,0,13,8,142,1015.2,85.5,9.9,645,2.3,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T15:00:00,43.1,37.4,34,70.03,0,0,,0,0,15.2,10.3,190,1014.1,85.5,9.9,648,2.3,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T16:00:00,43.1,37,32,64.52,0,0,,0,0,19.7,11.3,220,1013.9,85.5,9.9,543,2,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T17:00:00,42.2,34.4,33.1,70.08,0,0,,0,0,24.2,15.8,219,1013.7,98.2,9.9,724,2.6,7,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T18:00:00,39,32.3,33.1,79.34,0,0,,0,0,19.5,10.2,200,1012.3,94.6,9.9,563,2,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T19:00:00,39.9,31.4,32,73.07,0,0,,0,0,21,15.9,210,1011,99.6,9.9,732,2.6,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T20:00:00,39.9,31.4,33.2,76.69,0,0,,0,0,22.1,15.9,219,1009.4,100,9.9,617,2.2,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-03T21:00:00,39,30.6,33.1,79.33,0,0,,0,0,18.3,14.9,210,1008,86,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T22:00:00,39,29.3,32,75.75,0,0,,0,0,28.7,19.3,220,1007.3,99.8,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-03T23:00:00,39.9,30.2,33.2,76.79,0,0,,0,0,28.7,20.4,220,1006.1,99.6,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T00:00:00,39.9,31.4,34.1,79.58,0,0,,0,0,25.7,15.9,229,1005.5,100,9.9,783,2.8,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T01:00:00,41,33.9,35.1,79.27,0,0,,0,0,24.2,12.6,230,1004.3,88.8,9.9,534,1.9,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T02:00:00,44.1,37.8,36,73,0,0,,0,0,24.4,12.5,259,1005.2,100,9.9,629,2.3,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T03:00:00,42.2,34.4,35.1,75.79,0,0,,0,0,23,15.9,339,1006.2,100,9.9,605,2.2,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T04:00:00,39.9,33.9,34.1,79.51,0,0,,0,0,16.1,9.1,321,1006.2,100,9.9,626,2.3,0,,Overcast,cloudy,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T05:00:00,39,34.7,33.1,79.42,0,0,,0,0,13.6,5.8,321,1006.5,91.9,9.9,0,0,0,,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T06:00:00,38.8,33.9,30.8,72.8,0,0,,0,0,12.3,6.7,311,1006.7,48.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T07:00:00,37.1,28.6,29.1,72.52,0,0,,0,0,20.8,13.5,311,1007.5,26.5,9.9,2,0,0,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T08:00:00,38,31.6,28.2,67.49,0,0,,0,0,17.9,9,309,1008.7,28.7,9.9,816,2.9,8,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T09:00:00,39,32.2,29,67.24,0,0,,0,0,20.8,10.3,329,1008.8,28.1,9.9,686,2.5,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T10:00:00,39.9,32,28.2,62.61,0,0,,0,0,22,13.9,320,1009.3,50.2,9.9,705,2.5,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T11:00:00,42.2,34,28,56.89,0,0,,0,0,28.9,17.2,301,1009.6,48.8,9.9,487,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T12:00:00,43,34.9,21,41.09,0,0,,0,0,31.2,18.1,290,1010,27,9.9,459,1.7,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T13:00:00,41,33.1,19.2,41.16,0,0,,0,0,29.1,15.1,290,1010.2,51.4,9.9,461,1.7,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T14:00:00,39.8,31.5,17.1,39.39,0,0,,0,0,36.2,15.2,320,1011,88,9.9,69,0.2,1,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T15:00:00,38,28.9,16,40.36,0,0,,0,0,31.7,16.3,320,1012.5,87.5,9.9,447,1.6,4,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T16:00:00,36,24.5,11,35.12,0,0,,0,0,38.5,23,300,1014,51.4,9.9,424,1.5,4,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T17:00:00,34.1,22.8,9,34.68,0,0,,0,0,40.6,19.6,310,1015.6,48.8,9.9,622,2.2,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T18:00:00,32,18.7,9,37.66,0,0,,0,0,37.8,24.9,320,1017.3,27,9.9,529,1.9,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T19:00:00,29.9,18.5,10.9,44.58,0,0,,0,0,29.1,16.1,329,1019,25.6,9.9,638,2.3,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T20:00:00,28.1,13.6,8.1,42.19,0,0,,0,0,36.8,24.9,310,1020.4,25.6,9.9,594,2.1,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T21:00:00,27,14.1,6.2,40.63,0,0,,0,0,30.1,18,311,1021.1,0,9.9,0,0,0,,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-04T22:00:00,25.1,12.8,7.1,45.77,0,0,,0,0,21.9,14.8,330,1021.7,0,9.9,589,2.1,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-04T23:00:00,23,12.4,6.2,47.97,0,0,,0,0,21.9,10.3,330,1022.6,25.6,9.9,647,2.3,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T00:00:00,23,11.1,6.1,47.96,0,0,,0,0,25.2,12.7,320,1023.6,0,9.9,738,2.7,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T01:00:00,21.8,9.2,3.9,45.43,0,0,,0,0,26.4,13.6,320,1023.9,0,9.9,584,2.1,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T02:00:00,20.9,8.5,5,49.68,0,0,,0,0,19.7,12.6,300,1024.4,0,9.9,585,2.1,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T03:00:00,20,8.8,5,51.54,0,0,,0,0,21.9,10.1,290,1024.5,0,9.9,454,1.6,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T04:00:00,20,8.1,5,51.5,0,0,,0,0,20.8,11.2,309,1024.7,0,9.9,714,2.6,0,,Clear,clear-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T05:00:00,19.1,5.8,3.9,50.86,0,0,,0,0,21.5,13.5,300,1025.7,25.6,9.9,592,2.1,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T06:00:00,19.1,6.3,4.9,53.43,0,0,,0,0,21,12.5,280,1026.3,48.3,9.9,501,1.8,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T07:00:00,18,5.6,3.8,53.29,0,0,,0,0,21.7,11.3,280,1027.1,25.6,9.9,592,2.1,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T08:00:00,19.1,5.7,3.8,50.72,0,0,,0,0,23,13.6,300,1027.9,25.6,9.9,696,2.5,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T09:00:00,20.9,9.1,2.9,45.16,0,0,,0,0,20.2,11.4,300,1028.1,25.6,9.9,557,2,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T10:00:00,21.9,8.2,2.9,43.33,0,0,,0,0,25.7,15.9,280,1028.6,25.6,9.9,501,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T11:00:00,23,10.1,2,39.61,0,0,,0,0,24.2,15,290,1028.4,25.6,9.9,513,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-05T12:00:00,25.1,13.7,2.9,37.78,0,0,,0,0,20.8,12.8,310,1027.7,25.6,9.9,401,1.4,4,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-05T13:00:00,27,17.4,2,33.51,0,0,,0,0,21.9,10.3,320,1027.5,25.6,9.9,193,0.7,2,,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2025-02-05T14:00:00,27.1,15.3,1,31.96,0,0,,0,0,27.6,14.8,311,1027.4,25.6,9.9,513,1.8,5,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T15:00:00,28.2,18.8,2,31.97,0,0,,0,0,22.1,10.3,320,1027.3,25.6,9.9,622,2.2,6,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T16:00:00,27.1,16.9,1,31.89,0,0,,0,0,19.7,11.4,292,1027.7,48.3,9.9,691,2.5,7,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T17:00:00,26.1,15.7,1,33.18,0,0,,0,0,16.8,11.3,330,1028.3,48.3,9.9,788,2.8,8,,Partially cloudy,partly-cloudy-day,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
Boston,2025-02-05T18:00:00,24.2,14,0,34.37,0,0,,0,0,10.7,10,321,1029,25.6,9.9,826,3,0,,Partially cloudy,partly-cloudy-night,"KOWD,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
